idshopi,id_variant,sku_variant,barcode_shopi,inventoryquantity_shopi,inventoryitemid,inventorylevelsid,id_products,title_shopi,tags_shopi,vendor_shopi,status_shopi,published_shopi,sku_shopi,sku,tags,sku.1,margen_db,costo_db,margen_comparacion_db,duplicate,pausa,precio,precio_comparacion
7602900598950,gid://shopify/ProductVariant/45152047431957,C345,0,0,gid://shopify/InventoryItem/47204968464661,gid://shopify/InventoryLevel/101436129446?inventory_item_id=47204968464661,7602900598950,"Llave Lavamanos Push, Dispensador De Toallas.",['CON_IMAGEN'],Pamo,DRAFT,DRAFT,C345,C345,MercadoLibre,C345,0.0,0,0.0,,,0.0,0.0
8120352276757,gid://shopify/ProductVariant/45152076235029,PAMO_F10036,PAMO_F10036,0,gid://shopify/InventoryItem/47204997267733,gid://shopify/InventoryLevel/101436129446?inventory_item_id=47204997267733,8120352276757,Grifería Lavamanos Monocontrol Poste Bajo,"['Baños', 'Grifería Lavamanos', 'Monocontrol']",Pamo,DRAFT,DRAFT,PAMO_F10036,PAMO_F10036,MercadoLibre,PAMO_F10036,0.0,0,0.0,,,0.0,0.0
8545616068885,gid://shopify/ProductVariant/46227371622677,PAMO_F10008,PAMO_F10008,0,gid://shopify/InventoryItem/48281593807125,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281593807125,8545616068885,GRB GRIFERÍA MNC BAJO CUADRADO,[],PAMO,DRAFT,DRAFT,PAMO_F10008,PAMO_F10008,MercadoLibre,PAMO_F10008,0.0,0,0.0,,,0.0,0.0
8120304369941,gid://shopify/ProductVariant/47926264627477,YW350,7707180676812,0,gid://shopify/InventoryItem/49903489810709,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903489810709,8120304369941,Grifo Lavamanos Poste Bajo Cromado.,"['BAÑOS', 'CON_IMAGEN', 'GRIFERÍA LAVAMANOS', 'MONOCONTROL']",BOCCHERINI,ACTIVE,ACTIVE,YW350,YW350,MercadoLibre,YW350,0.0,0,0.0,,,0.0,0.0
8545594704149,gid://shopify/ProductVariant/47926222029077,EMC,7707180672302,38,gid://shopify/InventoryItem/49903447245077,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903447245077,8545594704149,Economizador Llave Lavaplatos/Manos,"['ACCESORIOS', 'COCINA', 'Plomería']",BOCCHERINI,ACTIVE,ACTIVE,EMC,EMC,MercadoLibre,EMC,0.0,0,0.0,,,0.0,0.0
7602893357222,gid://shopify/ProductVariant/47926260564245,POC,7707180674665,5,gid://shopify/InventoryItem/49903485780245,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903485780245,7602893357222,Grifería Para Orinal Tipo Push,"['GRIFERÍA DE PUSH', 'GRIFERÍA SANITARIA', 'Institucional', 'PLOMERÍA']",BOCCHERINI,ACTIVE,ACTIVE,POC,POC,MercadoLibre,POC,0.0,0,0.0,,,0.0,0.0
8096213106965,gid://shopify/ProductVariant/47926219276565,YW024,7707180675990,7,gid://shopify/InventoryItem/49903444459797,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903444459797,8096213106965,"Dispensador Cromado De Jabón, Champú Y Gel 550ml","['Accesorios Baño', 'Baños', 'DISPENSADORES', 'Institucional', 'JABON LIQUIDO']",BOCCHERINI,ACTIVE,ACTIVE,YW024,YW024,MercadoLibre,YW024,0.0,0,0.0,,,0.0,0.0
8096191807765,gid://shopify/ProductVariant/45152065454357,KTL1449,KTL1449,1,gid://shopify/InventoryItem/47204986454293,gid://shopify/InventoryLevel/101436129446?inventory_item_id=47204986454293,8096191807765,Grifería Lavamanos Monocontrol Poste Alto Cuadrado Metalico,"['Baños', 'Grifería Lavamanos', 'Monocontrol']",Pamo,ACTIVE,ACTIVE,KTL1449,KTL1449,MercadoLibre,KTL1449,0.0,0,0.0,,,0.0,0.0
8107356717333,gid://shopify/ProductVariant/45152046022933,C350,0,0,gid://shopify/InventoryItem/47204967055637,gid://shopify/InventoryLevel/101436129446?inventory_item_id=47204967055637,8107356717333,Grifería Monocontrol Poste Alto Cuello Curvo X,['Grifería Lavamanos'],Pamo,DRAFT,DRAFT,C350,C350,MercadoLibre,C350,0.0,0,0.0,,,0.0,0.0
8047031648533,gid://shopify/ProductVariant/47926259482901,D405,7707180671183,0,gid://shopify/InventoryItem/49903484666133,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903484666133,8047031648533,"Grifería Llave Individual De Pared, Sistema Economizador.","['BAÑOS', 'Cocina', 'Grifería Cocinas', 'GRIFERÍA LAVAMANOS', 'Monocontrol', 'SENCILLA']",BOCCHERINI,ACTIVE,ACTIVE,D405,D405,MercadoLibre,D405,0.0,0,0.0,,,0.0,0.0
8096203047189,gid://shopify/ProductVariant/47926259613973,JYN112M,7707180674696,0,gid://shopify/InventoryItem/49903484797205,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903484797205,8096203047189,Grifería Llave Individual Para Lavamanos Aluminio Cromado,"['Baños', 'Grifería Lavamanos', 'Sencilla']",BOCCHERINI,ACTIVE,ACTIVE,JYN112M,JYN112M,MercadoLibre,JYN112M,0.0,0,0.0,,,0.0,0.0
7602813239462,gid://shopify/ProductVariant/43706091667622,KTL1805,KTL1805,0,gid://shopify/InventoryItem/45803199692966,gid://shopify/InventoryLevel/101436129446?inventory_item_id=45803199692966,7602813239462,Manguera Repuesto Para Griferia Lavaplatos Extraíble,['Accesorios Cocina'],Pamo,DRAFT,DRAFT,KTL1805,KTL1805,MercadoLibre,KTL1805,0.0,0,0.0,,,0.0,0.0
8096214548757,gid://shopify/ProductVariant/45037982679317,BYJ-C036,BYJ-C036,0,gid://shopify/InventoryItem/47090704449813,gid://shopify/InventoryLevel/101436129446?inventory_item_id=47090704449813,8096214548757,Desagüe Lavamanos De Acero Inoxidable,['Plomería'],Pamo,DRAFT,DRAFT,BYJ-C036,BYJ-C036,MercadoLibre,BYJ-C036,0.0,0,0.0,,,0.0,0.0
8120331895061,gid://shopify/ProductVariant/44341599568149,KTL1448,KTL1448,27,gid://shopify/InventoryItem/46393501679893,gid://shopify/InventoryLevel/101436129446?inventory_item_id=46393501679893,8120331895061,Grifería Para Lavamanos Agua Fría Poste Alto Metálica Slim,"['Baños', 'Grifería Lavamanos', 'Monocontrol']",Pamo,ACTIVE,ACTIVE,KTL1448,KTL1448,MercadoLibre,KTL1448,0.0,0,0.0,,,0.0,0.0
7602829263014,gid://shopify/ProductVariant/45250008940821,RB-1960-11S,7703231011977,3,gid://shopify/InventoryItem/47302699417877,gid://shopify/InventoryLevel/101436129446?inventory_item_id=47302699417877,7602829263014,Válvula Desviadora Para Duchas Teléfono O Manuales.,['CON_IMAGEN'],Pamo,ACTIVE,ACTIVE,RB-1960-11S,RB-1960-11S,MercadoLibre,RB-1960-11S,0.0,0,0.0,,,0.0,0.0
8545609711893,gid://shopify/ProductVariant/46227354976533,LCAP30,LCAP30,13,gid://shopify/InventoryItem/48281575489813,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281575489813,8545609711893,Lavamanos Acero Inoxidable 33X30 Cm Plataforma,['Institucional'],PAMO,ACTIVE,ACTIVE,LCAP30,LCAP30,MercadoLibre,LCAP30,0.0,0,0.0,,,0.0,0.0
8545545257237,gid://shopify/ProductVariant/46227185533205,01-1502-11,01-1502-11,-4,gid://shopify/InventoryItem/48281407717653,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281407717653,8545545257237,"Grifería Mezclador Lavamanos 4"" Piana","['grifería', 'Grifería Lavamanos']",PAMO,ACTIVE,ACTIVE,01-1502-11,01-1502-11,MercadoLibre,01-1502-11,0.0,0,0.0,,,0.0,0.0
8545611317525,gid://shopify/ProductVariant/47957935620373,LLA-C38,MET-026,22,gid://shopify/InventoryItem/49935712256277,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49935712256277,8545611317525,Grifería Vigo Push Bronce Cromado,"['Baños', 'Grifería Lavamanos', 'Grifería Push', 'INSTITUCIONAL', 'PUSH']",FERMETAL,ACTIVE,ACTIVE,LLA-C38,LLA-C38,MercadoLibre,LLA-C38,0.0,0,0.0,,,0.0,0.0
8949892350229,gid://shopify/ProductVariant/47957936668949,LLA-C38-3,LLA-C38-3,16,gid://shopify/InventoryItem/49935713304853,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49935713304853,8949892350229,Llave De Lavamanos Push Pared Acero Inoxidable Cromado,"['Grifería Push', 'Institucional', 'PUSH']",FERMETAL,ACTIVE,ACTIVE,LLA-C38-3,LLA-C38-3,MercadoLibre,LLA-C38-3,0.0,0,0.0,,,0.0,0.0
8545544208661,gid://shopify/ProductVariant/46227183829269,01-0902-11,0,0,gid://shopify/InventoryItem/48281406013717,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281406013717,8545544208661,"Grifería Mezclador Lavamanos 4"" Helvetia","['grifería', 'Grifería Baños']",Pamo,ACTIVE,ACTIVE,01-0902-11,01-0902-11,MercadoLibre,01-0902-11,0.0,0,0.0,,,0.0,0.0
8830039064853,gid://shopify/ProductVariant/47926271017237,YW409-07,7707766457095,1,gid://shopify/InventoryItem/49903496200469,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903496200469,8830039064853,Mezclador Lavamanos Cuerpo Acero Inoxidable Negro,"['Baños', 'Grifería Lavamanos', 'Monocontrol']",BOCCHERINI,ACTIVE,ACTIVE,YW409-07,YW409-07,MercadoLibre,YW409-07,0.0,0,0.0,,,0.0,0.0
8545571799317,gid://shopify/ProductVariant/47953207886101,31-005-99,7707246750234,7,gid://shopify/InventoryItem/49930896638229,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49930896638229,8545571799317,Cepillera Salento ABS Cromada,"['Accesorios Baño', 'Baños', 'CEPILLERO']",ELASTOMEROS,ACTIVE,ACTIVE,31-005-99,31-005-99,MercadoLibre,31-005-99,0.0,0,0.0,,,0.0,0.0
8545584021781,gid://shopify/ProductVariant/46227274989845,94116207,7894693013798,19,gid://shopify/InventoryItem/48281497174293,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281497174293,8545584021781,Lavamanos Ovalado Acero  Inoxidable,"['Lavamanos', 'Sobre Poner']",PAMO,ACTIVE,ACTIVE,94116207,94116207,MercadoLibre,94116207,0.0,0,0.0,,,0.0,0.0
8545576878357,gid://shopify/ProductVariant/46227255689493,541,55689493,0,gid://shopify/InventoryItem/48281477873941,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281477873941,8545576878357,Lavadero Plástico 50x42 cm Tipo Flauta Blanco,['Lavaderos'],PAMO,ACTIVE,ACTIVE,541,541,MercadoLibre,541,0.0,0,0.0,,,0.0,0.0
8829980115221,gid://shopify/ProductVariant/48073897083157,YW079-07,7707180679943,0,gid://shopify/InventoryItem/50052945608981,gid://shopify/InventoryLevel/101436129446?inventory_item_id=50052945608981,8829980115221,"Lavamanos Canoa  41X33,5X14","['Baños', 'Lavamanos']",BOCCHERINI,ACTIVE,ACTIVE,YW079-07,YW079-07,MercadoLibre,YW079-07,0.0,0,0.0,,,0.0,0.0
8545627930901,gid://shopify/ProductVariant/46227400917269,TXP-1310,TXP-1310,0,gid://shopify/InventoryItem/48281623232789,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281623232789,8545627930901,Manija Griferia Metálica Lujo Palanca Paleta,"['BAÑO', 'Baños', 'Grifería Ducha', 'MANIJAS', 'Sencilla']",SMART,ACTIVE,ACTIVE,TXP-1310,TXP-1310,MercadoLibre,TXP-1310,0.0,0,0.0,,,0.0,0.0
9031635697941,gid://shopify/ProductVariant/48030492983573,1620222,,0,gid://shopify/InventoryItem/50009037242645,gid://shopify/InventoryLevel/101436129446?inventory_item_id=50009037242645,9031635697941,Regadera Cuadrada inoxidable de Lujo Variedad Colores y Medidas,"['Baño', 'Baños', 'Duchas', 'Regadera']",PAMO-44,ACTIVE,ACTIVE,1620222,1620222,MercadoLibre,1620222,0.0,0,0.0,True,,0.0,0.0
9031635697941,gid://shopify/ProductVariant/48029724442901,16165084,,-1,gid://shopify/InventoryItem/50008267784469,gid://shopify/InventoryLevel/101436129446?inventory_item_id=50008267784469,9031635697941,Regadera Cuadrada inoxidable de Lujo Variedad Colores y Medidas,"['Baño', 'Baños', 'Duchas', 'Regadera']",PAMO-44,ACTIVE,ACTIVE,16165084,16165084,MercadoLibre,16165084,0.0,0,0.0,,,0.0,0.0
9031635697941,gid://shopify/ProductVariant/48029724475669,16165085,,-3,gid://shopify/InventoryItem/50008267817237,gid://shopify/InventoryLevel/101436129446?inventory_item_id=50008267817237,9031635697941,Regadera Cuadrada inoxidable de Lujo Variedad Colores y Medidas,"['Baño', 'Baños', 'Duchas', 'Regadera']",PAMO-44,ACTIVE,ACTIVE,16165085,16165085,MercadoLibre,16165085,0.0,0,0.0,,,0.0,0.0
9031635697941,gid://shopify/ProductVariant/48029724508437,DF-A3533N-12,,-1,gid://shopify/InventoryItem/50008267850005,gid://shopify/InventoryLevel/101436129446?inventory_item_id=50008267850005,9031635697941,Regadera Cuadrada inoxidable de Lujo Variedad Colores y Medidas,"['Baño', 'Baños', 'Duchas', 'Regadera']",PAMO-44,ACTIVE,ACTIVE,DF-A3533N-12,DF-A3533N-12,MercadoLibre,DF-A3533N-12,0.0,0,0.0,,,0.0,0.0
9031635697941,gid://shopify/ProductVariant/48030492918037,YW001,,-1,gid://shopify/InventoryItem/50009037177109,gid://shopify/InventoryLevel/101436129446?inventory_item_id=50009037177109,9031635697941,Regadera Cuadrada inoxidable de Lujo Variedad Colores y Medidas,"['Baño', 'Baños', 'Duchas', 'Regadera']",PAMO-44,ACTIVE,ACTIVE,YW001,YW001,MercadoLibre,YW001,0.0,0,0.0,,,0.0,0.0
9031635697941,gid://shopify/ProductVariant/48029891821845,PAMO_SQ031,,-10,gid://shopify/InventoryItem/50008436080917,gid://shopify/InventoryLevel/101436129446?inventory_item_id=50008436080917,9031635697941,Regadera Cuadrada inoxidable de Lujo Variedad Colores y Medidas,"['Baño', 'Baños', 'Duchas', 'Regadera']",PAMO-44,ACTIVE,ACTIVE,PAMO_SQ031,PAMO_SQ031,MercadoLibre,PAMO_SQ031,0.0,0,0.0,,,0.0,0.0
9031635697941,gid://shopify/ProductVariant/48029891952917,PAMO_SQ033,,-1,gid://shopify/InventoryItem/50008436211989,gid://shopify/InventoryLevel/101436129446?inventory_item_id=50008436211989,9031635697941,Regadera Cuadrada inoxidable de Lujo Variedad Colores y Medidas,"['Baño', 'Baños', 'Duchas', 'Regadera']",PAMO-44,ACTIVE,ACTIVE,PAMO_SQ033,PAMO_SQ033,MercadoLibre,PAMO_SQ033,0.0,0,0.0,,,0.0,0.0
8038842204437,gid://shopify/ProductVariant/47926258401557,204-07,7707180671541,3,gid://shopify/InventoryItem/49903483584789,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903483584789,8038842204437,Grifería Lavamanos Mezclador Metálico,"['Cocina', 'GRIFERÍA COCINA', 'Grifería Cocinas', 'MONOCONTROL']",BOCCHERINI,ACTIVE,ACTIVE,204-07,204-07,MercadoLibre,204-07,0.0,0,0.0,,,0.0,0.0
8120347885845,gid://shopify/ProductVariant/47926258794773,YW351-07,YW351-07,6,gid://shopify/InventoryItem/49903483978005,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903483978005,8120347885845,Grifería Lavamanos Poste Bajo Negra De Lujo,"['Baños', 'Grifería Lavamanos', 'Monocontrol']",BOCCHERINI,ACTIVE,ACTIVE,YW351-07,YW351-07,MercadoLibre,YW351-07,0.0,0,0.0,,,0.0,0.0
8857306824981,gid://shopify/ProductVariant/47926257189141,YW348-12,YW348-12,3,gid://shopify/InventoryItem/49903482372373,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903482372373,8857306824981,Grifería Escualizable Acero Satín lujo,"['agua fría', 'Cocina', 'GRIFERÍA COCINA', 'Grifería Cocinas', 'MONOCONTROL']",BOCCHERINI,ACTIVE,ACTIVE,YW348-12,YW348-12,MercadoLibre,YW348-12,0.0,0,0.0,,,0.0,0.0
9004903399701,gid://shopify/ProductVariant/47928830263573,PAMO_LVP,,0,gid://shopify/InventoryItem/49906260836629,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49906260836629,9004903399701,"Kit LavaPlatos de lujo: griferia, lavavasos, dispensador de jabon","['COCINA', 'LAVAPLATOS', 'Lujo']",PAMO-29,ACTIVE,ACTIVE,PAMO_LVP,PAMO_LVP,MercadoLibre,PAMO_LVP,0.0,0,0.0,,,0.0,0.0
8545631797525,gid://shopify/ProductVariant/47926256468245,YW118-12,7707180677826,4,gid://shopify/InventoryItem/49903481717013,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903481717013,8545631797525,Grifería de Sensor Satinada de Lujo,"['grifería', 'Institucional', 'Sensor']",PAMO-2,ACTIVE,ACTIVE,YW118-12,YW118-12,MercadoLibre,YW118-12,0.0,0,0.0,,,0.0,0.0
8545598800149,gid://shopify/ProductVariant/46227313787157,HC-5017H,HC-5017H,0,gid://shopify/InventoryItem/48281535971605,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281535971605,8545598800149,Manija Para Ducha Retto Cuadrada,[],PAMO,ACTIVE,ACTIVE,HC-5017H,HC-5017H,MercadoLibre,HC-5017H,0.0,0,0.0,,,0.0,0.0
8545586774293,gid://shopify/ProductVariant/47926273868053,AG07-026A,7707180671602,5,gid://shopify/InventoryItem/49903499051285,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903499051285,8545586774293,Registro De Bronce Una Salida 1/2*3/4,"['Accesorios Plomería', 'Plomería', 'REGISTROS']",BOCCHERINI,ACTIVE,ACTIVE,AG07-026A,AG07-026A,MercadoLibre,AG07-026A,0.0,0,0.0,,,0.0,0.0
8545549779221,gid://shopify/ProductVariant/46227194937621,1-301,0,0,gid://shopify/InventoryItem/48281417122069,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281417122069,8545549779221,"Acoflex Lavamanos 1/2"" 150 cm",['Plomería'],PAMO,ACTIVE,ACTIVE,1-301,1-301,MercadoLibre,1-301,0.0,0,0.0,,,0.0,0.0
8376979718421,gid://shopify/ProductVariant/45328736813333,PAMO_FV003,PAMO_FV003,105,gid://shopify/InventoryItem/47381503410453,gid://shopify/InventoryLevel/101436129446?inventory_item_id=47381503410453,8376979718421,"Kit Válvula Pedal Alto Tráfico Institucional, Manos Libres","['grifería', 'Institucional', 'KIT', 'Pedal']",PAMO-39,ACTIVE,ACTIVE,PAMO_FV003,PAMO_FV003,MercadoLibre,PAMO_FV003,0.0,0,0.0,,,0.0,0.0
8545627242773,gid://shopify/ProductVariant/47953212506389,TRC-30X30,TRC-30X30,4,gid://shopify/InventoryItem/49930901258517,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49930901258517,8545627242773,Tapa Registro 30x30 Cm ABS Blanco,"['OTROS', 'Plomería']",FANALREJ,ACTIVE,ACTIVE,TRC-30X30,TRC-30X30,MercadoLibre,TRC-30X30,0.0,0,0.0,,,0.0,0.0
8545609908501,gid://shopify/ProductVariant/47957935096085,LLA-77E,LLA-77E,-4,gid://shopify/InventoryItem/49935711731989,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49935711731989,8545609908501,Llave Push Orinal Cromada,"['Baños', 'Grifería Push', 'Institucional', 'PUSH']",FERMETAL,ACTIVE,ACTIVE,LLA-77E,LLA-77E,MercadoLibre,LLA-77E,0.0,0,0.0,,,0.0,0.0
8545633534229,gid://shopify/ProductVariant/47926271181077,YW398-07,7707180674504,1,gid://shopify/InventoryItem/49903496364309,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903496364309,8545633534229,Mezclador Lavamanos Negro Poste Alto,"['BAÑOS', 'Grifería Lavamanos', 'MONOCONTROL']",BOCCHERINI,ACTIVE,ACTIVE,YW398-07,YW398-07,MercadoLibre,YW398-07,0.0,0,0.0,,,0.0,0.0
8545549517077,gid://shopify/ProductVariant/46227193921813,1-300,7702217013004,2,gid://shopify/InventoryItem/48281416106261,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281416106261,8545549517077,Acoflex Lavamanos 40cm 1/2,['Plomería'],PAMO,ACTIVE,ACTIVE,1-300,1-300,MercadoLibre,1-300,0.0,0,0.0,,,0.0,0.0
8545600602389,gid://shopify/ProductVariant/46227317719317,HS-3211N,HS-3211CN,0,gid://shopify/InventoryItem/48281539903765,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281539903765,8545600602389,Grifería Lavamanos Monocontrol Redondo Negro,"['Baños', 'Grifería Lavamanos', 'MONOCONTROL']",PAMO,ACTIVE,ACTIVE,HS-3211N,HS-3211N,MercadoLibre,HS-3211N,0.0,0,0.0,,,0.0,0.0
8948031488277,gid://shopify/ProductVariant/47926271344917,YW349-07,7707180673910,5,gid://shopify/InventoryItem/49903496560917,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903496560917,8948031488277,Mezclador Lavamanos Poste Alto Acero Inoxidable Negro,"['Baños', 'Grifería Lavamanos', 'Monocontrol']",BOCCHERINI,ACTIVE,ACTIVE,YW349-07,YW349-07,MercadoLibre,YW349-07,0.0,0,0.0,,,0.0,0.0
8545602011413,gid://shopify/ProductVariant/46227326992661,IRISGOLD,IRISGOLD,15,gid://shopify/InventoryItem/48281546686741,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281546686741,8545602011413,Grifería Lavamanos Monocontrol Dorada Lujo Poste Alto,"['Baños', 'Grifería Lavamanos', 'Monocontrol']",PAMO,ACTIVE,ACTIVE,IRISGOLD,IRISGOLD,MercadoLibre,IRISGOLD,0.0,0,0.0,,,0.0,0.0
8926037115157,gid://shopify/ProductVariant/47634740150549,16165392,16165392,13,gid://shopify/InventoryItem/49610744987925,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49610744987925,8926037115157,Monocontrol ducha redonda negra,"['Baños', 'Grifería Ducha', 'Monocontrol']",UNITEC,ACTIVE,ACTIVE,16165392,16165392,MercadoLibre,16165392,0.0,0,0.0,,,0.0,0.0
8931838034197,gid://shopify/ProductVariant/47654843646229,AD82-31,AD82-31,10,gid://shopify/InventoryItem/49630898880789,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49630898880789,8931838034197,Grifería Pedal de Rodilla con Soporte para Pared,"['grifería', 'Institucional', 'Pedal']",PAMO-44,ACTIVE,ACTIVE,AD82-31,AD82-31,MercadoLibre,AD82-31,0.0,0,0.0,,,0.0,0.0
8639719407893,gid://shopify/ProductVariant/47933556424981,SD06-BN,,0,gid://shopify/InventoryItem/49911107387669,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49911107387669,8639719407893,Dispensador Lavaplatos Satín,"[""'ACCESORIOS DE COCINA'"", ""'COCINA']"", ""['ACCESORIOS'"", 'PAUSADO']",PAMO-1,ACTIVE,ACTIVE,SD06-BN,SD06-BN,MercadoLibre,SD06-BN,0.0,0,0.0,,,0.0,0.0
8639732220181,gid://shopify/ProductVariant/47933552918805,FN060,,0,gid://shopify/InventoryItem/49911103848725,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49911103848725,8639732220181,"Extensor 1/2"" NPT Macho Hembra 6cm Acero","[""'OTROS'"", ""'PLOMERÍA REPUESTOS']"", ""'Plomería'"", ""['BAÑO'"", 'PAUSADO']",PAMO-1,ACTIVE,ACTIVE,FN060,FN060,MercadoLibre,FN060,0.0,0,0.0,,,0.0,0.0
8814750892309,gid://shopify/ProductVariant/47255293788437,"PAMO_AE01,ACOP_MET_002,ACOP_MET_001,PAMO_6615A,PAMO_6615P",,14,gid://shopify/InventoryItem/49243832320277,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49243832320277,8814750892309,Kit Pedal Doble Función con bebedero,"['grifería', 'Institucional', 'KIT', 'Pedal']",KIT,ACTIVE,ACTIVE,"PAMO_AE01,ACOP_MET_002,ACOP_MET_001,PAMO_6615A,PAMO_6615P","PAMO_AE01,ACOP_MET_002,ACOP_MET_001,PAMO_6615A,PAMO_6615P",MercadoLibre,"PAMO_AE01,ACOP_MET_002,ACOP_MET_001,PAMO_6615A,PAMO_6615P",0.0,0,0.0,,,0.0,0.0
8545571569941,gid://shopify/ProductVariant/47953206083861,305068,305068,0,gid://shopify/InventoryItem/49930894868757,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49930894868757,8545571569941,Dispensador de Jabón 800 ml  Uso Institucional,"['Dispensadores', 'Institucional', 'Jabón Liquido']",ECONOMIZADORES,DRAFT,DRAFT,305068,305068,MercadoLibre,305068,0.0,0,0.0,,,0.0,0.0
8545548894485,gid://shopify/ProductVariant/47926277636373,1184-07,7707180671275,8,gid://shopify/InventoryItem/49903502819605,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903502819605,8545548894485,Tubo Regadera Curvo 15.5x7 Cm Cromado,"['Accesorios Baño', 'Baños', 'Duchas', 'TUBOS']",BOCCHERINI,ACTIVE,ACTIVE,1184-07,1184-07,MercadoLibre,1184-07,0.0,0,0.0,,,0.0,0.0
8120334942485,gid://shopify/ProductVariant/47926277538069,YW014,7707180675921,0,gid://shopify/InventoryItem/49903502721301,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49903502721301,8120334942485,Tubo Para Regadera De Pared De Lujo,"['Accesorios Baño', 'Baños', 'DUCHAS', 'TUBOS']",BOCCHERINI,ACTIVE,ACTIVE,YW014,YW014,MercadoLibre,YW014,0.0,0,0.0,,,0.0,0.0
8545610432789,gid://shopify/ProductVariant/46227357434133,LQ-3714A,LQ-3714A,40,gid://shopify/InventoryItem/48281579618581,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281579618581,8545610432789,"Sosco Lavaplatos Pestaña 30 CM 1""1/2 Acero",['Cocina'],PAMO,ACTIVE,ACTIVE,LQ-3714A,LQ-3714A,MercadoLibre,LQ-3714A,0.0,0,0.0,,,0.0,0.0
8553962799381,gid://shopify/ProductVariant/46264720032021,373554,373554,-8,gid://shopify/InventoryItem/48319028822293,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48319028822293,8553962799381,Set Dispensador de Jabón Líquido y Toallas de Papel,"['Baños', 'Kit']",Pamo,ACTIVE,ACTIVE,373554,373554,MercadoLibre,373554,0.0,0,0.0,,,0.0,0.0
8096195445013,gid://shopify/ProductVariant/47953210802453,34-002,7707246751934,12,gid://shopify/InventoryItem/49930899554581,gid://shopify/InventoryLevel/101436129446?inventory_item_id=49930899554581,8096195445013,"Repisa Acrílica De Alta Resistencia, 45 cm - Soporta 9 Kg","['Accesorios Baño', 'Baños', 'REPISAS']",ELASTOMEROS,ACTIVE,ACTIVE,34-002,34-002,MercadoLibre,34-002,0.0,0,0.0,,,0.0,0.0
8545618723093,gid://shopify/ProductVariant/46227378110741,PY-6356,PY-6356,0,gid://shopify/InventoryItem/48281600426261,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281600426261,8545618723093,Rejilla Sifón Push Lujo Alta Calidad Cromada,"['Cocina', 'Desagües']",PAMO,ACTIVE,ACTIVE,PY-6356,PY-6356,MercadoLibre,PY-6356,0.0,0,0.0,,,0.0,0.0
8545601749269,gid://shopify/ProductVariant/46227324174613,HSP-40P,HSP-40P,13,gid://shopify/InventoryItem/48281546359061,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281546359061,8545601749269,Repuesto Unidad Monocontrol 40mm,['Plomería'],PAMO,ACTIVE,ACTIVE,HSP-40P,HSP-40P,MercadoLibre,HSP-40P,0.0,0,0.0,,,0.0,0.0
8545601552661,gid://shopify/ProductVariant/46227319947541,HSP-35P,HSP-35P,27,gid://shopify/InventoryItem/48281542131989,gid://shopify/InventoryLevel/101436129446?inventory_item_id=48281542131989,8545601552661,Repuesto Unidad Monocontrol 35mm,"['Plomería', 'Repuestos']",PAMO,ACTIVE,ACTIVE,HSP-35P,HSP-35P,MercadoLibre,HSP-35P,0.0,0,0.0,,,0.0,0.0
